2015-10-30,428785,63849,0,61,48,55, ,0,M,0.0,0.00,5.9	
2015-10-31,441582,72500,0,56,42,49, ,0,M,0.0,0.00,3.0	
2015-11-01,390105,62797,0,65,54,60, ,0,M,0.0,0.00,5.0	
2015-11-02,348560,41085,0,63,54,59, ,0,M,0.0,0.00,2.1	
2015-11-03,364999,40379,0,72,48,60, ,0,M,0.0,0.00,2.5	
2015-11-04,384089,43999,0,70,56,63,BR,0,M,0.0,0.00,2.4	
2015-11-05,402181,49863,0,71,56,64,BR HZ,0,M,0.0,0.01,2.1	
2015-11-06,419288,56664,0,74,66,70,BR,0,M,0.0,0.00,4.7	
2015-11-07,443933,66459,0,72,53,63, ,0,M,0.0,0.00,4.4	
2015-11-08,392409,55621,0,56,46,51, ,0,M,0.0,0.00,3.5	
2015-11-09,352729,41147,0,59,43,51, ,0,M,0.0,0.00,2.0	
2015-11-10,378051,47552,0,57,51,54,RA BR,0,M,0.0,0.26,9.9	
2015-11-11,372002,42148,0,58,49,54,RA BR,0,M,0.0,0.43,4.8	
2015-11-12,406649,49557,0,61,51,56,BR HZ,0,M,0.0,0.01,5.5	
2015-11-13,427717,60519,0,58,46,52, ,0,M,0.0,0.00,10.8	
2015-11-14,446987,70289,0,49,42,46, ,0,M,0.0,0.00,7.8	
2015-11-15,381213,56058,0,58,39,49, ,0,M,0.0,0.00,4.7	
2015-11-16,347615,41105,0,67,51,59, ,0,M,0.0,0.00,4.1	
2015-11-17,384488,44727,0,52,40,46, ,0,M,0.0,0.00,6.2	
2015-11-18,391321,45494,0,58,46,52, ,0,M,0.0,0.00,5.2	
2015-11-19,394591,56609,0,64,57,61,RA BR,0,M,0.0,1.25,5.6	
2015-11-20,422421,59936,0,64,46,55, ,0,M,0.0,0.00,5.8	
2015-11-21,439304,68434,0,53,42,48, ,0,M,0.0,0.00,6.4	
2015-11-22,376593,56226,0,55,42,49, ,0,M,0.0,0.03,6.3	
2015-11-23,366012,45431,0,44,33,39, ,0,M,0.0,0.00,5.7	
2015-11-24,377950,46597,0,46,32,39, ,0,M,0.0,0.00,3.9	
2015-11-25,358723,51013,0,50,36,43, ,0,M,0.0,0.00,2.7	
2015-11-26,242393,49041,0,60,41,51, ,0,M,0.0,0.00,3.0	
2015-11-27,275078,41880,0,64,51,58,BR,0,M,0.0,0.00,3.9	
2015-11-28,344527,49869,0,64,45,55, ,0,M,0.0,0.02,M	
2015-11-29,333746,47662,0,49,38,44, ,0,M,0.0,0.00,M	
